mi1_root_id,postion_x,postion_y,postion_z,m6_x,m6_y,m6_z,theta,phi,hemisphere
720575940611704689,772608,390784,181280,754885,373931,187760,-34.9,20.1,R
720575940611751347,760288,321884,104720,743726,313783,124829,-7.9,95.6,R
720575940611778290,829180,239936,165000,802950,242942,177087,30.5,40.2,R
720575940611780450,849624,283012,211360,820115,280176,219600,13.1,-5,R
720575940611838577,770368,374736,150320,750597,360891,163641,-29.8,42.1,R
720575940611882725,788360,261468,113320,771092,262806,135122,15.9,84.8,R
720575940611884773,812436,260376,134400,789534,261293,153606,19.4,62.4,R
720575940612031694,824176,247096,154440,798476,249445,168318,27,49.3,R
720575940612109619,765864,275668,98160,753413,272281,121805,10.9,102.4,R
720575940612162227,835952,209800,209760,811046,217398,215234,44.8,4,R
720575940612197986,852980,281672,191600,820503,275978,200029,15.2,15.1,R
720575940612334810,781320,388080,185640,760099,371762,191955,-31.7,17.3,R
720575940612352114,800368,344628,144720,775962,332019,158910,-9.6,46.5,R
720575940612393000,771876,277692,100360,758089,275135,124515,10,96.6,R
720575940612410481,778476,348300,124960,757160,335616,145026,-16.4,63.8,R
720575940612523669,723992,354092,108000,711438,342152,124720,-32.9,104.3,R
720575940612556438,837416,221596,197480,813177,228321,206196,39.2,13.3,R
720575940612562525,806900,345828,154960,781368,334403,167162,-8.7,39.6,R
720575940612727550,747040,253952,96080,740225,255098,116598,13.7,120.3,R
720575940612855219,724368,384420,151240,712854,373957,156331,-60.4,59.4,R
720575940612944298,820056,189592,194840,796452,198513,202409,54.5,20.5,R
720575940613073918,757116,230392,103920,742940,233687,122806,25.1,120.8,R
720575940613102053,831640,274484,226320,823203,272292,226618,17.1,-10.6,R
720575940613120741,811964,355332,169080,786693,340997,179813,-10.1,29.2,R
720575940613127574,800240,308664,228720,814366,309865,224793,NA,NA,R
720575940613416744,835488,327088,178120,805860,318200,189109,2.5,20.1,R
720575940613508210,786088,346240,128400,763161,333298,148205,-12.6,59,R
720575940613616559,756732,390096,160640,736896,374679,170282,-43.8,33.4,R
720575940613638290,766400,283584,99720,752185,280629,120922,7.5,101.7,R
720575940613676975,801364,270392,120520,782151,268067,144515,14.8,71.4,R
720575940613700305,799664,360580,156480,775750,345982,171200,-14.3,35.6,R
720575940613709983,783812,277584,107160,766211,276595,129996,11.1,87.5,R
720575940613857251,792424,332004,125600,768654,321979,145366,-6.9,62.5,R
720575940613919135,724284,299388,89680,717840,291982,108854,-3.8,133.8,R
720575940613956242,804048,260076,125360,782564,260354,145663,18.6,71.8,R
720575940613994898,812872,297068,134000,786357,292477,151042,6,56.5,R
720575940614026280,719984,384000,153920,709091,375442,155793,-64.6,67.7,R
720575940614047500,734376,265524,100800,728162,266346,112588,7.1,132.5,R
720575940614104774,778836,243648,110440,763691,244151,131413,23.4,97,R
720575940614212258,850480,251588,199400,820665,254776,208701,24.1,8.6,R
720575940614282134,843256,244180,182160,813797,245223,192243,30.5,24.8,R
720575940614448059,815596,217896,161240,792811,224767,173641,39.2,48.7,R
720575940614486782,770424,388816,169560,748717,372421,177826,-36,27.6,R
720575940614503285,788268,355052,138080,763984,341957,154718,-16.4,51.2,R
720575940614518678,831548,236008,170880,804710,239223,182243,32.2,35.7,R
720575940614545851,745940,195848,117480,734611,203089,133811,42.4,135.7,R
720575940614570705,831084,277080,164800,807087,273410,175024,15.5,37.6,R
720575940614607912,815496,263260,137600,792464,265967,156202,17.4,58,R
720575940614650163,778316,192288,136760,762586,202484,153761,50.9,89.4,R
720575940614750870,724448,371168,123280,710249,357298,135386,-45.3,89.4,R
720575940614779026,824232,275596,147560,797965,275464,162506,13.3,49.6,R
720575940614850088,776160,164328,171840,759800,174237,182214,76.2,71.8,R
720575940614924946,789532,168376,181440,772926,178437,190281,71,36.3,R
720575940614935249,788700,359400,146160,764430,345952,159111,-18.3,47.4,R
720575940614968938,776576,388484,199440,758586,374528,204198,-36.4,2.6,R
720575940614989107,844864,288624,180480,814534,284689,189633,12.8,22.3,R
720575940615088034,774732,208636,124760,761015,215702,141791,40.2,97.9,R
720575940615240103,781808,215568,122560,766177,220792,143647,38.7,90.6,R
720575940615261235,714928,331284,99800,705122,325724,115181,-26.1,126.9,R
720575940615266866,820708,273832,142160,795130,270918,159575,15.2,53.7,R
720575940615279419,812500,326308,144280,786172,316202,159812,-1.4,46.3,R
720575940615420358,810812,191432,175840,790498,201820,188124,53.3,33.4,R
720575940615590034,773224,255112,104400,758777,257224,125909,17.8,99.6,R
720575940615649366,719052,329560,96320,711563,321686,114664,-20.9,123.3,R
720575940615658713,808660,366188,202440,786395,351723,206408,-13.6,7.5,R
720575940615702621,744412,260408,93760,734605,259972,114586,10.6,126.2,R
720575940615811807,754180,348304,114360,735259,338253,133397,-24.2,81.8,R
720575940615836450,799052,370404,169920,774899,354756,180502,-17.2,28.9,R
720575940615908353,837980,310800,218840,818070,302698,224988,NA,NA,R
720575940615912916,730268,294956,87120,724019,286178,109693,0.9,132.8,R
720575940616046348,840824,295964,219160,821711,289534,225191,NA,NA,R
720575940616083212,718372,382104,141240,705994,371447,150191,-60.9,76.3,R
720575940616085917,728188,285448,87120,718664,282787,108267,1.2,140.5,R
720575940616095259,796352,329096,130440,774416,318629,148243,-4.2,58,R
720575940616097653,827648,329512,169280,800846,317285,180194,2.4,29.1,R
720575940616111221,787036,194484,142560,769152,202216,160807,51.8,77.4,R
720575940616168276,777736,299632,105960,760442,294162,128340,3.8,87.4,R
720575940616176852,730152,244800,103760,726150,247873,113324,11.5,144.8,R
720575940616304925,805412,300580,128080,781026,296327,146694,5.1,60.4,R
720575940616367133,837492,219636,194120,810345,223967,202756,41.5,15.8,R
720575940616496102,808112,206236,159480,785683,213138,172422,46.8,51.7,R
720575940616553541,772504,365820,140480,751169,353103,155188,-26.4,51,R
720575940616558405,805864,210016,152120,783497,215928,167376,44.4,58.1,R
720575940616572992,764300,368744,136200,744588,354527,152256,-29.2,54.7,R
720575940616748096,777668,285548,103360,761170,280884,126052,9.1,91.8,R
720575940616787061,786316,381072,204280,767875,368294,206703,-27.7,2.8,R
720575940616848140,833844,321968,218360,812817,313610,221864,4.7,-8,R
720575940616893638,795264,259992,116840,775323,258531,139055,17.9,81.1,R
720575940617027257,803872,370696,182600,779571,355416,190258,-16.6,21.5,R
720575940617029009,747544,320384,98640,733837,312793,119603,-9.7,107.3,R
720575940617037969,801752,224460,138320,782224,231514,156467,35.1,68.3,R
720575940617076258,803320,296776,123040,779530,291629,143804,6.1,64.9,R
720575940617213557,724788,348412,106280,710705,338215,122093,-31.2,110.3,R
720575940617236923,812052,360700,207880,789944,348629,211246,-10.8,2.7,R
720575940617246395,833436,302280,162560,803473,297079,174395,7.9,35.9,R
720575940617264245,726688,390864,167480,715787,381918,167980,-66.2,39.9,R
720575940617282747,832996,285640,162280,804972,282247,173316,11.7,38.9,R
720575940617320331,743900,389780,175240,731075,382464,178582,-54.2,22,R
720575940617449506,822212,350892,211920,798266,338918,216044,-5.8,-1.5,R
720575940617509716,730644,349088,106360,718362,337673,124395,-27.6,101.4,R
720575940617578267,750712,313120,97800,739555,305077,119518,-5.8,106,R
720575940617620509,807036,351956,158840,781724,339209,170981,-10.6,35.9,R
720575940617637204,781680,171992,160760,764461,182907,176468,70,66.7,R
720575940617817693,818488,198376,203240,800527,203381,205158,51.6,16.7,R
720575940617839832,766616,205804,126440,755379,211562,140112,41.2,105.5,R
720575940617882342,845304,238036,213600,820804,240782,221679,32.6,-5,R
720575940618013745,770756,267068,101480,757523,266313,124855,13.7,97.8,R
720575940618148766,793152,296948,113800,772109,291892,136768,5.7,74.6,R
720575940618156702,810464,248764,136840,788715,252322,154699,24.1,62.8,R
720575940618311892,847020,238356,198280,817875,240838,207114,31.4,11.8,R
720575940618338260,776264,314976,108920,757525,307465,130498,-2.8,84,R
720575940618350804,721816,293080,90240,713751,288584,107763,-3.1,141.1,R
720575940618358838,770884,225840,111720,757222,230980,131324,29.5,105,R
720575940618364325,742560,243356,96320,733299,241111,116962,18.6,130.9,R
720575940618389054,782364,170092,169160,765992,177424,183639,72.7,56.3,R
720575940618392157,763876,376984,147000,744095,362500,159742,-33,45.7,R
720575940618405917,752280,164072,160320,743586,172401,169379,74.3,147.7,R
720575940618420278,837536,308116,171720,808722,298443,182690,8,27.4,R
720575940618490782,836476,311604,190720,813173,304942,195703,7.7,15,R
720575940618491038,834156,336564,184440,805208,323254,193848,0.9,16.1,R
720575940618697506,764228,379696,154320,743850,365657,165033,-35,41.3,R
720575940618710813,778392,170404,198640,773112,172223,199700,74,11.3,R
720575940618728606,785400,386504,196400,763829,371228,202541,-30.7,7.5,R
720575940618739136,771168,328700,112840,753895,318833,133030,-9,80.1,R
720575940618786205,780836,187420,142720,764527,198412,158939,53.8,84.2,R
720575940618795099,763964,247356,100600,750342,247014,122571,20,111.7,R
720575940618826314,751528,295888,95880,739576,291205,116075,1.2,114.3,R
720575940618860445,742244,372164,128840,724319,358762,143407,-38.7,69.8,R
720575940618902811,806240,368644,175120,780240,352398,185543,-15.1,25.6,R
720575940618931229,779392,325324,116200,759856,316220,136419,-6.6,75.4,R
720575940618995028,845148,255384,218880,821842,254522,224163,23.2,-7.5,R
720575940619018779,NA,NA,NA,793401,187112,215269,63.3,-24.7,NA
720575940619121713,827800,323564,162640,800396,312542,176540,4.1,33.1,R
720575940619213771,777840,271520,104920,763120,271498,127455,12.3,92.6,R
720575940619265140,826260,204428,184600,799698,209631,193813,47,28.4,R
720575940619308653,837084,230396,222560,817624,233499,225537,NA,NA,R
720575940619333701,715904,359284,119880,707365,349749,129042,-40.4,102.4,R
720575940619393349,848712,271772,209560,806386,272949,219383,16.1,-0.2,R
720575940619471440,841268,324644,196320,811680,314803,205060,4.4,6.6,R
720575940619519061,818208,327276,154920,791536,318733,167917,-0.7,40.3,R
720575940619619510,757184,272692,94480,744651,270057,117281,9.2,113.5,R
720575940619624374,760920,168120,152360,751442,180747,164677,66.7,105.3,R
720575940619624630,775888,169864,157680,759054,180487,171576,69.6,86.5,R
720575940619780731,817668,196560,181280,795062,205979,190759,50.1,30.9,R
720575940619876890,832560,210152,218800,811261,215499,221000,44.5,-2.6,R
720575940619899294,737032,297336,89880,727914,290548,111094,-0.5,127.3,R
720575940619905919,751440,266920,95720,744034,261357,117760,12.7,113.9,R
720575940619944360,755212,285224,93200,741662,280241,115689,5.6,113.8,R
720575940619962422,832932,245832,168560,806703,247949,180113,28.1,36.7,R
720575940619967435,837448,250332,170320,810049,252971,182777,26.2,33.6,R
720575940619977087,812724,360984,174920,786814,345508,184307,-11.5,25.4,R
720575940619997121,784640,222772,121520,768611,228589,142302,33.9,89.3,R
720575940620101870,813220,270292,132440,789159,269611,151780,14.6,62.2,R
720575940620115541,776140,167488,165760,762409,178761,179108,73,80.4,R
720575940620133243,786852,321724,230120,806640,326563,223500,NA,NA,R
720575940620139781,780172,305976,106960,761592,299549,130238,1.6,83.2,R
720575940620159960,788116,371780,158600,762972,358301,171542,-22.7,35.9,R
720575940620183066,783772,255996,109920,767350,257901,131863,18.1,90.1,R
720575940620210014,748736,375532,134760,730162,360848,150052,-37.1,58.8,R
720575940620233899,750176,340992,108960,733833,330652,127793,-19.7,92.2,R
720575940620298754,767436,305940,104480,753788,298233,124630,1,92.5,R
720575940620343000,759828,164004,159640,747799,175368,169018,72.3,120.4,R
720575940620415568,742640,352284,112640,728074,339690,130048,-26.9,87.7,R
720575940620462177,798368,354284,155480,775655,342141,167340,-12.5,39.6,R
720575940620500801,771128,354748,125360,750746,341732,144780,-21.5,63.9,R
720575940620525076,821000,187504,202600,796351,195016,208491,56.7,11.7,R
720575940620552973,839904,218732,204520,813448,225062,212347,41.4,7.3,R
720575940620605776,724500,378688,132880,710108,363492,143936,-50.1,81.1,R
720575940620655854,763428,391708,171480,742348,376933,179393,-42.8,25,R
720575940620728710,730264,337508,101720,715193,329630,119673,-24.2,111.9,R
720575940620739494,784432,387548,191360,765395,369394,196450,-28.4,13.7,R
720575940620780270,737020,356516,113360,721471,344482,130306,-31.9,89.3,R
720575940620811892,739564,311164,95480,728340,305233,114581,-7.5,117.2,R
720575940620826900,784988,197060,137520,767554,205718,155830,48.9,82.6,R
720575940620857776,811576,226296,150400,789503,232244,164771,35.3,57.8,R
720575940620859574,798492,350496,148400,775879,337670,162884,-10.9,43.3,R
720575940620916389,793136,269676,115320,774454,268122,137252,14.3,80.5,R
720575940620922644,797204,320932,127360,773669,313691,145382,-2.8,61.5,R
720575940620941703,803336,190292,218040,797281,192345,218684,60.3,-14.2,R
720575940620960020,762576,237012,104400,749525,238515,124270,24.2,113.8,R
720575940621003457,761720,293972,97920,748036,288667,120091,3.9,102.2,R
720575940621096686,734824,384236,144000,717733,370015,154331,-52,59,R
720575940621181424,831648,332668,211000,808031,325789,215058,-0,-2.3,R
720575940621183624,779388,377912,161520,756102,363605,172057,-27.7,35.1,R
720575940621189358,808232,333716,144680,781458,324416,159102,-5.4,46.2,R
720575940621194405,842496,254816,186520,817702,257352,193771,23.2,22.6,R
720575940621252451,742672,185544,128480,733687,193116,142269,49.6,137.4,R
720575940621263014,849868,278972,203400,819203,277610,209848,14.7,5.6,R
720575940621269603,837428,281324,165760,808644,278447,178232,13.5,34.3,R
720575940621269696,758776,396440,186960,741745,382105,190172,-48.1,10.9,R
720575940621304229,761128,280180,97200,747913,276812,118358,8.3,107.8,R
720575940621308912,783080,245580,112520,767393,249221,133761,21.6,91.2,R
720575940621314440,718444,336044,99720,706582,330354,117124,-27.8,121.7,R
720575940621321608,726224,280980,89040,717659,276721,107974,1.1,149.5,R
720575940621337025,749756,362152,123400,731071,350564,139427,-32,73.2,R
720575940621407470,739468,342568,104680,725857,332429,124503,-22.4,99.3,R
720575940621447350,790688,173108,173600,771936,181983,184725,68.9,46.3,R
720575940621454427,734496,328104,98080,719542,321545,116978,-17.4,114.7,R
720575940621472750,837388,334316,195200,807650,323479,204412,0.7,6.9,R
720575940621491226,784264,265696,109160,767777,266516,130837,14.5,88.7,R
720575940621505718,797444,177160,175400,776832,185542,186379,64.8,39.1,R
720575940621526655,786524,371672,205200,774446,363241,206685,-22.8,5,R
720575940621528703,742168,383372,144080,724804,368795,155745,-46.6,52.9,R
720575940621548543,773088,220800,115520,760355,227102,135739,32.4,100.1,R
720575940621585276,813596,238768,147040,790402,240647,162154,31.4,58.2,R
720575940621643132,848400,294652,209000,820920,288267,217517,10.4,-4.5,R
720575940621647996,770492,202172,129440,757604,208481,144876,44.6,100,R
720575940621659046,785652,375496,166160,762127,361893,176566,-24.3,32.2,R
720575940621683973,796580,379644,182240,773268,361657,190496,-20.5,20.9,R
720575940621699521,774488,246356,105400,759382,248161,127182,21.3,101.7,R
720575940621710831,755992,396520,175240,736867,381537,182625,-50,21,R
720575940621723283,770880,160844,173440,755786,170853,181075,78.9,95.4,R
720575940621756336,824108,342976,215600,799649,336317,221486,-4.1,-7.5,R
720575940621852042,779904,262368,105760,762955,261793,128036,16.5,94,R
720575940621902674,779852,225892,117800,765712,231688,137984,30.7,93.9,R
720575940621959185,764756,207400,117800,752596,215232,135831,37.7,110.9,R
720575940622000993,716608,348944,108320,703037,341494,122427,-36.8,114.6,R
720575940622033110,827140,213164,183440,802493,217863,191646,42.4,28.6,R
720575940622087245,751284,186928,128320,740541,195441,143815,50.2,125.2,R
720575940622206442,747312,270788,95240,738568,265637,115538,10.1,119.3,R
720575940622211241,758976,379732,204120,754800,377585,203257,-41.8,-2.6,R
720575940622263815,760344,225644,107120,747548,230375,125502,28.4,116.3,R
720575940622286669,750416,212000,109960,738221,218363,126155,32.7,129.1,R
720575940622304895,828100,341632,179000,801264,327181,189007,-1.7,20.7,R
720575940622447344,846436,287812,214520,820796,284872,222601,10.4,-9.3,R
720575940622468681,735752,262752,92680,726304,257098,112968,6.9,142.1,R
720575940622490381,777656,320468,111800,759281,311823,133535,-4.6,79.6,R
720575940622516104,838252,326788,185440,809168,315095,194647,4.4,15.4,R
720575940622574038,762332,393312,194280,749532,380719,199611,-45.4,0.4,R
720575940622617736,787900,383744,185480,766551,366903,191297,-25.7,19.6,R
720575940622622502,808812,265448,128960,785952,264785,149144,16.5,66.9,R
720575940622697992,794560,319024,122200,772581,308884,142387,-1.2,65.3,R
720575940622718344,844824,286160,218240,822218,281246,225750,NA,NA,R
720575940622747772,804244,175080,192880,783532,182841,199910,65.3,20.6,R
720575940622780118,815812,183424,199920,792737,191347,205112,59.6,16.4,R
720575940622821590,744356,170520,147400,738087,178304,159034,65.4,139.1,R
720575940622838408,848348,299752,193320,818649,290055,202107,10.4,11.2,R
720575940622864169,825748,214672,175120,800726,221889,185911,40.3,33.8,R
720575940622893150,811780,319692,140760,785104,311802,155889,0.4,50.3,R
720575940622913285,819260,195004,186880,795412,201571,196001,52.2,26.6,R
720575940622930019,849048,286624,196720,820249,281119,203853,13.4,11,R
720575940622933444,826576,350532,191800,799272,335622,199155,-4.3,12.1,R
720575940622954189,793428,179008,168680,775418,189530,181291,63.1,47.8,R
720575940622977791,787156,359724,150680,764290,350654,163127,-19.7,43.5,R
720575940623093854,851280,273796,197200,810683,271054,208896,16.5,10.3,R
720575940623160614,756676,376960,143200,737352,363377,156126,-36.1,49.7,R
720575940623210933,784104,377732,208240,765827,368021,210570,-28.6,-5.7,R
720575940623221774,742832,387696,158760,725800,376431,165303,-53.3,40.3,R
720575940623328184,800116,184444,172720,780560,194061,183514,59.1,41.7,R
720575940623458428,799844,317792,229240,810750,319691,224488,NA,NA,R
720575940623530032,756612,316908,101360,741779,309326,121880,-6.5,100.8,R
720575940623566472,809020,292116,128360,784174,287755,147538,7.8,60.9,R
720575940623571555,844492,247276,215080,821081,248849,220406,27.1,-3.4,R
720575940623604149,779064,206636,127320,763296,212900,146388,43.3,92.3,R
720575940623627460,798576,375420,202600,777395,359750,211730,-18.3,0.1,R
720575940623628105,794764,366760,160120,769501,352684,171683,-18.4,36,R
720575940623666320,763748,357868,121440,743702,344089,141759,-24.7,68.4,R
720575940623738365,724540,326748,94840,717652,317473,114168,-16.2,121,R
720575940623820523,732668,342008,103040,718012,333347,122047,-25.5,106.9,R
720575940623877828,823248,220256,170200,798776,226132,181189,38.3,39.2,R
720575940623887128,822276,236552,155360,797369,241781,169266,31.5,49.1,R
720575940623942408,763108,365104,131400,744153,350896,148468,-27.7,59.1,R
720575940623946851,832876,311876,166280,804130,302795,177616,7.1,32.2,R
720575940623948432,771104,166552,163640,756392,175872,176361,75.3,98.8,R
720575940623989247,844196,283968,177560,814664,279166,186563,14.3,26.2,R
720575940624086408,844944,271440,178000,815588,270551,188169,18.1,26.1,R
720575940624121322,718372,379896,137320,705304,367914,146561,-57.5,84.3,R
720575940624136485,727252,315400,94080,720456,307141,112246,-10.4,123.9,R
720575940624161171,850604,244264,202120,819386,245507,210976,28.7,7.7,R
720575940624177900,798960,190316,164360,778779,197265,177659,57.1,48.9,R
720575940624185904,837024,215256,201920,810269,220140,209096,44.2,9.7,R
720575940624217528,787564,206080,134160,770485,214316,152246,44,81.4,R
720575940624234644,814916,184960,191680,792012,194256,199090,57.5,23.8,R
720575940624292158,760672,194992,125600,751226,204423,142870,45.6,107.9,R
720575940624322341,805832,329860,140720,781287,319812,155215,-3.4,49.9,R
720575940624328167,773708,377516,156240,750091,364225,168058,-31.2,38.2,R
720575940624335399,841348,324032,208720,811720,316629,215488,4.1,-2.6,R
720575940624374013,710340,352252,113080,700020,345731,124349,-41.3,118.6,R
720575940624402761,716092,342224,104800,709057,334240,119710,-29.2,116,R
720575940624467644,838936,330768,191840,809001,319644,199466,2.8,11.3,R
720575940624599836,839840,329348,202520,809910,319737,210037,2.2,2.6,R
720575940624624432,823236,304276,147360,794202,298873,161984,4.9,46.3,R
720575940624654570,849300,278588,182200,817523,275449,191383,16.2,22.3,R
720575940624689610,768472,251108,102680,754850,251926,123864,19,105.6,R
720575940624733769,717116,325776,95400,708468,318116,112474,-19.4,129.8,R
720575940624769771,823880,256444,152960,799010,257873,165796,22,49.6,R
720575940624785934,779344,198876,132360,765218,209181,150880,46.2,87.3,R
720575940624864263,792472,179916,211080,788388,183364,212726,65.8,-13.4,R
720575940624940675,778400,162780,179320,762722,170935,187018,79.3,56.9,R
720575940624950676,710408,314632,97560,706076,314491,111258,-18.4,137.1,R
720575940624951560,823984,332896,162240,796403,321227,175765,0.2,33.5,R
720575940624959927,822612,278740,194040,811484,282810,194913,13.9,18.7,R
720575940625061885,812276,333592,147880,786726,321617,163384,-3,43.1,R
720575940625153836,767232,230496,108200,753745,234187,127537,26.9,109.4,R
720575940625223954,755208,301280,96120,742159,295334,117899,0.4,108.5,R
720575940625225085,736796,362220,115480,722158,348712,133898,-33.8,83.9,R
720575940625269822,748452,194800,119240,742244,205045,135929,42.5,124.6,R
720575940625273118,772160,358412,130480,751069,345189,148187,-23.1,59.6,R
720575940625276958,829176,206892,195840,803897,210625,202509,46.8,19.3,R
720575940625303788,810404,241172,140560,788309,243848,156580,28.7,63,R
720575940625383944,812952,189416,184560,790732,197566,193049,55.3,28.6,R
720575940625410441,710900,336648,103560,701846,332871,117537,-32.1,125.8,R
720575940625428368,742652,327476,99400,728228,319297,119575,-14,107.8,R
720575940625448394,837100,320988,181560,809802,309429,190449,6.4,19.4,R
720575940625474106,786124,249888,114680,771097,254410,135838,19.7,86,R
720575940625478458,790100,189540,156920,773075,196245,170162,58.3,63.8,R
720575940625483322,726304,318444,94000,715178,312810,112503,-14.9,127,R
720575940625496720,749224,379008,139760,730600,364286,153551,-39.3,53.3,R
720575940625547909,740704,365724,119840,723288,351638,137264,-35.7,78.6,R
720575940625568010,773120,183540,140960,758936,194675,156665,55.5,92.6,R
720575940625577912,709356,369740,120200,698524,356439,130922,-50.3,111.3,R
720575940625581605,722612,381628,176440,722284,383825,172650,-64.7,22.4,R
720575940625614101,751016,367780,126600,731067,354104,142958,-33.9,68.9,R
720575940625653652,796400,209800,141800,777422,215778,160344,44.7,70,R
720575940625666488,838020,246260,219560,821172,246996,225051,26.5,-10.6,R
720575940625668868,806808,176632,204280,787203,183940,207730,64.6,8.6,R
720575940625724618,795004,198268,145480,776117,204000,167174,52.9,63.4,R
720575940625774631,801344,240332,130600,781412,242766,149406,28.1,72.5,R
720575940625800209,840776,246948,175920,812369,248883,186940,28.3,29.4,R
720575940625813054,750076,389252,157200,731041,374765,167564,-48.4,36.8,R
720575940625817768,743420,332832,102280,731108,322824,122363,-15.7,102.3,R
720575940625840146,748120,309388,96160,736328,301838,117098,-4.6,111,R
720575940625924995,814012,311440,142120,789246,303614,157206,3.2,50.2,R
720575940625981327,715964,358296,111760,705537,345985,125787,-38.3,108.5,R
720575940626026005,745048,189864,125280,737626,198993,138518,46.4,130.9,R
720575940626064456,789188,329032,120480,768094,317583,142390,-5.5,66.1,R
720575940626085264,825604,198296,211680,804663,204965,214292,51,3.3,R
720575940626089609,848992,237312,209800,820416,242860,216683,31,1.3,R
720575940626100238,788728,176176,164640,769835,184816,180262,66.9,55.7,R
720575940626104648,818656,338712,163960,791870,328922,175380,-4.3,33.4,R
720575940626175619,800544,217860,139280,780621,224023,158139,39.6,69.2,R
720575940626192771,768768,339020,115640,749194,329447,136668,-15.8,76.9,R
720575940626222681,841552,320932,205520,813618,310934,210983,6,2,R
720575940626235644,809264,231440,143760,786959,236164,159636,33.1,62.9,R
720575940626252303,733740,309708,91040,725664,300424,112616,-6.3,122.1,R
720575940626290172,785456,302788,112360,767228,296056,133047,4,78.9,R
720575940626298364,825948,200200,190840,800068,205818,199302,49.3,23.4,R
720575940626298567,791300,290540,112520,771788,285286,135166,7.1,79.2,R
720575940626425219,786784,182788,150040,767750,191729,168590,60.6,71.9,R
720575940626436733,795496,220340,134920,778038,227336,153219,37.2,73.9,R
720575940626525982,776820,338324,120080,755688,328023,139739,-12.6,72,R
720575940626607110,800140,333532,135880,775619,322953,151985,-5.8,53.9,R
720575940626644496,798816,253616,121640,778761,255492,143595,20.6,76.9,R
720575940626666312,800568,376676,193840,776704,361695,201555,-20.6,11.3,R
720575940626684689,781156,359712,138480,757911,347639,155408,-21.5,51.4,R
720575940626697609,789548,231892,123120,773063,233808,144367,32.1,83.3,R
720575940626772666,713824,380460,142280,702372,369025,146653,-60.6,93.9,R
720575940626774026,774636,333108,117000,755112,323437,136702,-11,76.4,R
720575940626810442,808600,183976,179240,786118,193797,190259,58.4,31.3,R
720575940626812222,777780,291864,107320,763727,285575,128873,8.2,87.3,R
720575940626850678,791196,371228,166840,769307,356756,176277,-19.6,32.4,R
720575940626852201,750644,173632,141000,739809,185310,152992,56.6,129.2,R
720575940626861712,844532,260728,179160,815338,260745,190573,21.9,26.5,R
720575940626888720,763004,268488,98840,750036,266409,120744,11.9,108.3,R
720575940626900086,819016,352520,174400,792078,338483,184182,-8,25.2,R
720575940626917635,803792,252988,127080,782155,252212,147775,23.2,72.2,R
720575940626971560,812540,280892,131360,787084,279490,149440,10.8,61.9,R
720575940627009598,735408,200036,120400,731059,206365,130074,38.7,140.4,R
720575940627053329,801900,373840,203000,780976,357781,206684,-17.8,6.4,R
720575940627077834,743260,275000,92120,733255,271626,112623,7.5,125.6,R
720575940627080945,830044,204328,198480,804365,207886,208331,49.3,11.9,R
720575940627082329,799648,337552,154240,781836,329772,162702,-7,43,R
720575940627088330,786232,350488,133200,763380,337323,151544,-14.3,55.2,R
720575940627113162,839692,275484,169240,812349,274598,183094,15.9,29.6,R
720575940627116318,810448,178440,205480,792336,188622,211275,62,2.4,R
720575940627147080,814776,362984,186560,789896,346329,194764,-10.7,17.6,R
720575940627160143,802308,192716,167160,783015,201771,179906,53.8,43.6,R
720575940627167253,846620,300316,187000,816058,294937,197040,9.6,14.8,R
720575940627176566,842728,321912,191400,812561,309782,200116,6.1,10.7,R
720575940627177491,734668,366332,118440,716076,353228,134400,-39.1,85.8,R
720575940627189622,821228,330352,218120,809482,321992,220122,1.4,-8.3,R
720575940627216484,762336,305340,103400,747266,302161,122328,-2,98.5,R
720575940627231290,797904,204392,150120,778752,211738,164719,47.5,63.9,R
720575940627273274,836472,214428,213960,814517,222019,218377,41.4,0.8,R
720575940627344783,842360,302320,177480,812442,294291,187576,9.6,22.5,R
720575940627395345,822864,224988,163720,797652,229810,176018,36.8,44.2,R
720575940627476040,741448,369320,125040,724559,355063,140376,-37.3,74.3,R
720575940627539653,796528,237788,125520,777418,238918,146171,30.1,77.8,R
720575940627611517,753968,222692,106520,740672,225621,124275,29.3,124.5,R
720575940627669239,822080,351300,178840,796377,335283,189062,-5.9,21,R
720575940627723416,812656,366112,181720,786210,349085,189629,-12.9,21.7,R
720575940627733447,803356,177312,187400,783041,185917,194497,63.4,27.8,R
720575940627757208,845972,293092,189760,817925,285669,198063,11.8,15.2,R
720575940627763582,765864,179616,140680,753500,191292,154971,57.3,103.2,R
720575940627764350,749072,359988,117840,729860,346962,136329,-30.3,77.7,R
720575940627864305,807628,216376,150440,787141,223834,166002,39.6,58.2,R
720575940627882490,792996,280080,113320,773120,277198,136626,10.5,79.9,R
720575940627920792,823832,260988,226120,814313,260862,229432,20.2,-12,R
720575940627928698,740760,212228,109560,731023,217344,124055,32.8,139.3,R
720575940627963978,785916,382308,171920,761723,366159,181222,-26.4,28.4,R
720575940627967101,851068,265724,210520,822805,265119,216923,19.5,-1.2,R
720575940627970122,823752,344724,175200,796883,331068,184596,-4.1,25.1,R
720575940627984650,777772,160360,183000,764583,168784,191763,81.9,31.3,R
720575940628087913,820940,213120,173160,796151,217699,183440,42.9,38.2,R
720575940628107881,819288,335432,158280,791667,323811,171330,-2.3,37,R
720575940628157595,818008,345928,169360,791437,333668,179514,-6.2,29.5,R
720575940628177738,788532,307348,114000,769446,300023,136455,2.1,74.3,R
