Coordinate 1,Coordinate 2,Ellipsoid Dimensions,Tags,Description,Segment IDs,Parent ID,Type,ID
"(16383, 0, 1)",,,,,,,Point,
"(16386, 147457, 1)",,,,,,,Point,
"(16386, 147457, 7063)",,,,,,,Point,
"(16382, 1, 7063)",,,,,,,Point,
"(270335, 1, 7063)",,,,,,,Point,
"(270335, 3, 1)",,,,,,,Point,
"(270336, 147457, 1)",,,,,,,Point,
"(270338, 147459, 7063)",,,,,,,Point,
